# donor history coverage ledger
# forge_commit=78fad4069d778996c24ecf5acc5cbe0e1edea7a
# donor_commit=cc2d69425beea2c93a4000e44d49381deba8eed2
# total_rows=525
# disposition_counts={"rejected non scope item":334,"adapted later":191}
history_id	donor_commit	full_commit	short_commit	observed_date	message	applicability	disposition	requirement_id	phase_id	task_id	regression_id	evidence
HISTORY-0264	cc2d69425beea2c93a4000e44d49381deba8eed2	eb3225155e94abc7eadcb66f38a65594d761c6a5	eb32251	2026-09-03T08:19:25-05:00	harden franchise persistence.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0264	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 eb3225155e94abc7eadcb66f38a65594d761c6a5
HISTORY-0265	cc2d69425beea2c93a4000e44d49381deba8eed2	f94dc108ebd60e076e2ad4ba26c2fe7b61ee858e	f94dc10	2026-09-03T08:08:55-05:00	record receipt persistence evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0265	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f94dc108ebd60e076e2ad4ba26c2fe7b61ee858e
HISTORY-0266	cc2d69425beea2c93a4000e44d49381deba8eed2	16a20a80571c02b268eb017b915923cc91f8c33d	16a20a8	2026-09-03T08:06:53-05:00	reject malformed receipt lists.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0266	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 16a20a80571c02b268eb017b915923cc91f8c33d
HISTORY-0267	cc2d69425beea2c93a4000e44d49381deba8eed2	f7217e68cff50c2e179e9a812ac70445f5ade432	f7217e6	2026-09-03T08:05:33-05:00	record persistence matrix evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0267	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f7217e68cff50c2e179e9a812ac70445f5ade432
HISTORY-0268	cc2d69425beea2c93a4000e44d49381deba8eed2	b1dad4ded2ea16a21cd2995646a07cb1f9b97f65	b1dad4d	2026-09-03T08:03:35-05:00	bound registry duplicates and dimensions.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0268	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 b1dad4ded2ea16a21cd2995646a07cb1f9b97f65
HISTORY-0269	cc2d69425beea2c93a4000e44d49381deba8eed2	58ec2f7c9ee8b7888948c7bf6700eb021f872333	58ec2f7	2026-09-03T08:02:05-05:00	reject malformed settlement lists.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0269	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 58ec2f7c9ee8b7888948c7bf6700eb021f872333
HISTORY-0270	cc2d69425beea2c93a4000e44d49381deba8eed2	27ff254b9e0f22d8d34ded4d4dbbb99c7ec4caac	27ff254	2026-09-03T08:00:54-05:00	cover receipt mismatch recovery.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0270	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 27ff254b9e0f22d8d34ded4d4dbbb99c7ec4caac
HISTORY-0271	cc2d69425beea2c93a4000e44d49381deba8eed2	0e768bbea0a6a7d98696253bd271592b90935782	0e768bb	2026-09-03T08:00:14-05:00	reject malformed economy record lists.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0271	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0e768bbea0a6a7d98696253bd271592b90935782
HISTORY-0272	cc2d69425beea2c93a4000e44d49381deba8eed2	fc28a48158a5e85f7681d0ebfd5d345ae10dd62f	fc28a48	2026-09-03T07:58:47-05:00	cover provider mutation failure recovery.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0272	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 fc28a48158a5e85f7681d0ebfd5d345ae10dd62f
HISTORY-0273	cc2d69425beea2c93a4000e44d49381deba8eed2	7c33345c11ad12f9ad15f82b60d41080b45286c5	7c33345	2026-09-03T07:57:36-05:00	record registry recovery evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0273	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 7c33345c11ad12f9ad15f82b60d41080b45286c5
HISTORY-0274	cc2d69425beea2c93a4000e44d49381deba8eed2	a7605db488e416667fd239d53530cd71a9a890d2	a7605db	2026-09-03T07:55:05-05:00	harden player shop registry recovery.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0274	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a7605db488e416667fd239d53530cd71a9a890d2
HISTORY-0275	cc2d69425beea2c93a4000e44d49381deba8eed2	0b5baee4131c15ffede6a3721e55c2235b4d189e	0b5baee	2026-09-03T07:49:34-05:00	record internal balance evidence.	non_product	rejected non scope item	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0275	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0b5baee4131c15ffede6a3721e55c2235b4d189e
HISTORY-0276	cc2d69425beea2c93a4000e44d49381deba8eed2	25aa64ae899c5e2fd5dc70385064d04aa9cc477d	25aa64a	2026-09-03T07:49:04-05:00	guard internal balance recovery.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0276	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 25aa64ae899c5e2fd5dc70385064d04aa9cc477d
HISTORY-0277	cc2d69425beea2c93a4000e44d49381deba8eed2	c8f83dceb8f619cd30575a740c0ce3f4608a51b6	c8f83dc	2026-09-03T07:45:03-05:00	record history safety evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0277	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c8f83dceb8f619cd30575a740c0ce3f4608a51b6
HISTORY-0278	cc2d69425beea2c93a4000e44d49381deba8eed2	64caf9ec478192169c5155aead7e2be90b187484	64caf9e	2026-09-03T07:44:22-05:00	harden history and sell inputs.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0278	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 64caf9ec478192169c5155aead7e2be90b187484
HISTORY-0279	cc2d69425beea2c93a4000e44d49381deba8eed2	375c4c7a9b55a98bed62e50be85c3bbd5b5529d2	375c4c7	2026-09-03T07:36:03-05:00	record buyback quantity evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0279	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 375c4c7a9b55a98bed62e50be85c3bbd5b5529d2
HISTORY-0280	cc2d69425beea2c93a4000e44d49381deba8eed2	67e5c53305d88fbdcb35c876c0b86d8b9b295323	67e5c53	2026-09-03T07:35:39-05:00	reject invalid buyback quantity.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0280	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 67e5c53305d88fbdcb35c876c0b86d8b9b295323
HISTORY-0281	cc2d69425beea2c93a4000e44d49381deba8eed2	c539a86facca800812f18640fa8a2f358cd4a80c	c539a86	2026-09-03T07:32:07-05:00	record escrow recovery evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0281	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c539a86facca800812f18640fa8a2f358cd4a80c
HISTORY-0282	cc2d69425beea2c93a4000e44d49381deba8eed2	a16657c7418a4a7adb2619274ec37895eca727ac	a16657c	2026-09-03T07:31:14-05:00	reject partial escrow recovery.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0282	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a16657c7418a4a7adb2619274ec37895eca727ac
HISTORY-0283	cc2d69425beea2c93a4000e44d49381deba8eed2	f02265188bc27c2737df1a4a7615c9ef5c71f487	f022651	2026-09-03T07:23:56-05:00	record sell input evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0283	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f02265188bc27c2737df1a4a7615c9ef5c71f487
HISTORY-0284	cc2d69425beea2c93a4000e44d49381deba8eed2	ddc6be5c333171e23396dcdea237a1dde4861bb9	ddc6be5	2026-09-03T07:21:44-05:00	reject malformed sell nbt.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0284	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ddc6be5c333171e23396dcdea237a1dde4861bb9
HISTORY-0285	cc2d69425beea2c93a4000e44d49381deba8eed2	95f40934c34387d7aec1a5ed76345ba7d19a8fa4	95f4093	2026-09-03T07:18:32-05:00	record cart bounds evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0285	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 95f40934c34387d7aec1a5ed76345ba7d19a8fa4
HISTORY-0286	cc2d69425beea2c93a4000e44d49381deba8eed2	302f7dccde682ba134d9dfb5efd54694f12ac8ff	302f7dc	2026-09-03T07:18:00-05:00	reject malformed cart lines.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0286	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 302f7dccde682ba134d9dfb5efd54694f12ac8ff
HISTORY-0287	cc2d69425beea2c93a4000e44d49381deba8eed2	3614a46d96a6181d21622d5d708b74300ad99ed3	3614a46	2026-09-03T07:14:32-05:00	record snbt rejection evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0287	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 3614a46d96a6181d21622d5d708b74300ad99ed3
HISTORY-0288	cc2d69425beea2c93a4000e44d49381deba8eed2	82a4050e6d96694ff302fff02e53656b142a7199	82a4050	2026-09-03T07:13:40-05:00	reject malformed catalog nbt.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0288	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 82a4050e6d96694ff302fff02e53656b142a7199
HISTORY-0289	cc2d69425beea2c93a4000e44d49381deba8eed2	f95c7564f2b4b74f33b7fd893b3ff4070c751a85	f95c756	2026-09-03T07:07:10-05:00	record mint ledger evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0289	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f95c7564f2b4b74f33b7fd893b3ff4070c751a85
HISTORY-0290	cc2d69425beea2c93a4000e44d49381deba8eed2	d358b69c06803772c8df38487f750f8272be796f	d358b69	2026-09-03T07:06:25-05:00	harden physical mint ledger.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0290	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d358b69c06803772c8df38487f750f8272be796f
HISTORY-0291	cc2d69425beea2c93a4000e44d49381deba8eed2	76298b6cf11a7f7cf5b90c4ecdf502d6c3ce84ae	76298b6	2026-09-03T06:58:53-05:00	record coin overflow evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0291	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 76298b6cf11a7f7cf5b90c4ecdf502d6c3ce84ae
HISTORY-0292	cc2d69425beea2c93a4000e44d49381deba8eed2	28e28798c1098903cec2b6c91ab272f89fcfad7b	28e2879	2026-09-03T06:58:20-05:00	guard coin value aggregation.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0292	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 28e28798c1098903cec2b6c91ab272f89fcfad7b
HISTORY-0293	cc2d69425beea2c93a4000e44d49381deba8eed2	f109b55b7bbc3a0693807ccb3d10c416e610910d	f109b55	2026-09-03T06:51:50-05:00	record provider binding evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0293	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f109b55b7bbc3a0693807ccb3d10c416e610910d
HISTORY-0294	cc2d69425beea2c93a4000e44d49381deba8eed2	a0bfe46ba4f0eedefc27d186d54ae0066eebd4b5	a0bfe46	2026-09-03T06:51:18-05:00	bind economy records to providers.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0294	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a0bfe46ba4f0eedefc27d186d54ae0066eebd4b5
HISTORY-0295	cc2d69425beea2c93a4000e44d49381deba8eed2	0f3da815301f54ec2c303969a2ec0be1a1d3110c	0f3da81	2026-09-03T06:45:34-05:00	record replay binding evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0295	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0f3da815301f54ec2c303969a2ec0be1a1d3110c
HISTORY-0296	cc2d69425beea2c93a4000e44d49381deba8eed2	32d150a41cac0a363028241e14adc28320691850	32d150a	2026-09-03T06:44:45-05:00	bind replay requests.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0296	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 32d150a41cac0a363028241e14adc28320691850
HISTORY-0297	cc2d69425beea2c93a4000e44d49381deba8eed2	ddef9b93a72754a482611f90959bc2f0c3b5dfca	ddef9b9	2026-09-03T06:41:14-05:00	record journal integrity evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0297	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ddef9b93a72754a482611f90959bc2f0c3b5dfca
HISTORY-0298	cc2d69425beea2c93a4000e44d49381deba8eed2	82f2a17f9b29a041cde2c2a51abe58ccf279a6f9	82f2a17	2026-09-03T06:40:38-05:00	prevent partial journal recovery.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0298	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 82f2a17f9b29a041cde2c2a51abe58ccf279a6f9
HISTORY-0299	cc2d69425beea2c93a4000e44d49381deba8eed2	fa3ebe28aae45032314b27862b657f1df484c363	fa3ebe2	2026-09-03T06:36:17-05:00	harden settlement text and custody recovery.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0299	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 fa3ebe28aae45032314b27862b657f1df484c363
HISTORY-0300	cc2d69425beea2c93a4000e44d49381deba8eed2	cfac7409e9cf5ea8d633548ae520c297f3cc298d	cfac740	2026-09-03T06:28:41-05:00	bind sale escrow gametest artifact.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0300	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 cfac7409e9cf5ea8d633548ae520c297f3cc298d
HISTORY-0301	cc2d69425beea2c93a4000e44d49381deba8eed2	4dfed11d994791b676c05d48ef6219019d8119c7	4dfed11	2026-09-03T06:27:01-05:00	cover sale escrow gametest.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0301	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4dfed11d994791b676c05d48ef6219019d8119c7
HISTORY-0302	cc2d69425beea2c93a4000e44d49381deba8eed2	4b70a176093af7e3ae33802b7650e222fa87b587	4b70a17	2026-09-03T06:23:20-05:00	record settlement gametest.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0302	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4b70a176093af7e3ae33802b7650e222fa87b587
HISTORY-0303	cc2d69425beea2c93a4000e44d49381deba8eed2	300aefe763903c4db366dda49854099a7ab26fcb	300aefe	2026-09-03T06:22:30-05:00	record settlement server smoke.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0303	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 300aefe763903c4db366dda49854099a7ab26fcb
HISTORY-0304	cc2d69425beea2c93a4000e44d49381deba8eed2	d08071c5398d134f22343303967139368877eead	d08071c	2026-09-03T06:20:53-05:00	bind settlement claim artifact.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0304	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d08071c5398d134f22343303967139368877eead
HISTORY-0305	cc2d69425beea2c93a4000e44d49381deba8eed2	dd004252b8706c241f2f0ae20d4c25b4013cc6c1	dd00425	2026-09-03T06:20:02-05:00	stabilize settlement claim identity.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0305	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 dd004252b8706c241f2f0ae20d4c25b4013cc6c1
HISTORY-0306	cc2d69425beea2c93a4000e44d49381deba8eed2	ef6170ebeec7012c98f3aa38927285dc74daba0a	ef6170e	2026-09-03T06:18:21-05:00	bind balance delta artifact.	applicable	adapted later	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0306	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ef6170ebeec7012c98f3aa38927285dc74daba0a
HISTORY-0307	cc2d69425beea2c93a4000e44d49381deba8eed2	472c6f5c752a84e9165dfcd53be897a245101bac	472c6f5	2026-09-03T06:18:05-05:00	fix checked balance delta.	applicable	adapted later	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0307	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 472c6f5c752a84e9165dfcd53be897a245101bac
HISTORY-0308	cc2d69425beea2c93a4000e44d49381deba8eed2	bbbfb49975427521ed0bdfdbbd3a44455ecf5dee	bbbfb49	2026-09-03T06:12:47-05:00	record gametest evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0308	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 bbbfb49975427521ed0bdfdbbd3a44455ecf5dee
HISTORY-0309	cc2d69425beea2c93a4000e44d49381deba8eed2	950ce88e701fd907d3b531a2c6e58282b5ae948b	950ce88	2026-09-03T06:09:51-05:00	refresh shutdown evidence checks.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0309	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 950ce88e701fd907d3b531a2c6e58282b5ae948b
HISTORY-0310	cc2d69425beea2c93a4000e44d49381deba8eed2	0a7e09f30f85b93df85f06806f1abe95f276ec47	0a7e09f	2026-09-03T06:06:28-05:00	contain shutdown flush failures.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0310	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0a7e09f30f85b93df85f06806f1abe95f276ec47
HISTORY-0311	cc2d69425beea2c93a4000e44d49381deba8eed2	5c2eb3ab192c2ee55fb5d629a22b1b4e1dcdeea0	5c2eb3a	2026-09-03T06:03:21-05:00	record sell compensation evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0311	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 5c2eb3ab192c2ee55fb5d629a22b1b4e1dcdeea0
HISTORY-0312	cc2d69425beea2c93a4000e44d49381deba8eed2	10f16500179edcfc3bc9f6142859ae9f3f941e61	10f1650	2026-09-03T06:00:56-05:00	fix sell compensation direction.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0312	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 10f16500179edcfc3bc9f6142859ae9f3f941e61
HISTORY-0313	cc2d69425beea2c93a4000e44d49381deba8eed2	dea8f780da6f84f01ce986f531315b8aeb8bb454	dea8f78	2026-09-03T05:58:13-05:00	bound barter escrow records.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0313	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 dea8f780da6f84f01ce986f531315b8aeb8bb454
HISTORY-0314	cc2d69425beea2c93a4000e44d49381deba8eed2	e17ba2ea8a5e52be09ab0eaee7312e72f0eb0ecf	e17ba2e	2026-09-03T05:52:53-05:00	document journal record bounds.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0314	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 e17ba2ea8a5e52be09ab0eaee7312e72f0eb0ecf
HISTORY-0315	cc2d69425beea2c93a4000e44d49381deba8eed2	2a8d584d4190bd6cf4c0744d1a77d9f826fc0dd2	2a8d584	2026-09-03T05:52:08-05:00	bind journal limit artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0315	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 2a8d584d4190bd6cf4c0744d1a77d9f826fc0dd2
HISTORY-0316	cc2d69425beea2c93a4000e44d49381deba8eed2	5f8860300895e750c04f7a1b39b152f444c75402	5f88603	2026-09-03T05:47:29-05:00	bound journal records.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0316	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 5f8860300895e750c04f7a1b39b152f444c75402
HISTORY-0317	cc2d69425beea2c93a4000e44d49381deba8eed2	a4ac2fb6b3f2ef88f00900a0c3c7124287e7d73f	a4ac2fb	2026-09-03T05:46:06-05:00	record custody replay evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0317	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a4ac2fb6b3f2ef88f00900a0c3c7124287e7d73f
HISTORY-0318	cc2d69425beea2c93a4000e44d49381deba8eed2	357fa5aa776b465276d9628ee4ed2897359ff145	357fa5a	2026-09-03T05:45:48-05:00	cover custody replay failures.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0318	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 357fa5aa776b465276d9628ee4ed2897359ff145
HISTORY-0319	cc2d69425beea2c93a4000e44d49381deba8eed2	c91e354ef29862ab6c44211d68e41c4b194d7c72	c91e354	2026-09-03T05:44:46-05:00	record capability startup evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0319	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c91e354ef29862ab6c44211d68e41c4b194d7c72
HISTORY-0320	cc2d69425beea2c93a4000e44d49381deba8eed2	347f2d5a5c05db6bff5616943652694ba17248e9	347f2d5	2026-09-03T05:40:18-05:00	record capability failure evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0320	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 347f2d5a5c05db6bff5616943652694ba17248e9
HISTORY-0321	cc2d69425beea2c93a4000e44d49381deba8eed2	3cc1c3e41bf8c7da8f0da5404f6aaf92e666692b	3cc1c3e	2026-09-03T05:39:10-05:00	contain capability lookup failures.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0321	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 3cc1c3e41bf8c7da8f0da5404f6aaf92e666692b
